COD_DISCIPLINA;SGL_DISCIPLINA;NOM_DISCIPLINA;DSC_TPO_CHORARIA;VAL_CARGA_HORARIA;DSC_EMENTA
24620;CEG109-80;Mecânica dos Fluídos;Prática;40;Introdução à Mecânica dos Fluidos. Sistemas de Unidades. Fluidostática. Analise Dimensional e Similaridade. Propriedades dos Fluidos. Escoamentos dos Fluidos. Medidas de Escoamento. Equação de Bernoulli. Perda de Carga. Fundamentos de Escoamento Exte
18486;4206166;Gestão Integrada da Cadeia de Suprimento;Teórica;80;Gestão da cadeia de suprimentos sincronizada e o Supply Chain Management. Localização de Instalações Logísticas. Gestão Estratégica dos Armazéns. Tipos e relacionamentos dos Canais de Distribuição. Nível de Serviços Logísticos. Competição baseada no 
19903;CEJ043-80;Direito Administrativo II;Teórica;80;Bens públicos. Intervenção na propriedade privada. Controle da Administração Pública. Processo Administrativo. Licitação. Contratos administrativos. Serviços públicos: concessão, permissão e autorização. Parcerias público-privadas. Controle da Admini
26808;CT00102-80;Planejamento e Legislação Tributária;Teórica;80;Sistema tributário brasileiro: aspectos constitucionais. Responsabilidade Tributária. Obrigação Tributária. Fato Gerador. Aplicação, Interpretação e Integração da Legislação Tributária. Incidência, Não-incidência, Imunidade e Isenção. Obrigação tribu
18059;3443157;Neurologia;Prática;60;A epidemiologia das doenças neurológicas. Oncologia neurológica e suas manifestações. Doenças degenerativas do sistema nervoso e suas manifestações clinicas. O trauma medular e de cabeça na medicina de urgência. Doenças congênitas que acometem o sist
16912;3443126;Anatomia Humana I;Teórica;60;Estudo da organização e estrutura macroscópica do corpo humano. Estudo anatômico dos sistemas esquelético, articular, muscular e circulatório, com ênfase no estudo dos membros superior, inferior e da coluna vertebral. Aprendizagem das relações estrut
21843;CCS369-80;Formação Sócio - Histórica do Brasil;Teórica;80;Análise do processo histórico brasileiro em suas dimensões sócio-econômica, política e cultural, desde o período colonial até a contemporaneidade. A questão social vista sob o ângulo do processo sócio-histórico brasileiro. Exercícios de investigação 
16947;3443148;Bioética;Teórica;40;Problemas bioéticos na medicina e em outras áreas do conhecimento. O que é vida humana? O desenvolvimento tecnológico e sua influência na procriação, no desenvolvimento humano, no envelhecimento e na morte. A manipulação do patrimônio genético. As in
46513;306095027;Remoção, Instalação, Operação e Manutenção de Motores;Teórica;120;"Remoção de motores alternativos; preparação dos motores alternativos para instalação; preparação do motor para remoção; içamento e ajuste do motor para a instalação; preparação do motor para teste no solo e em voo; remoção e instalação de motores de "
48161;305059004;Eletrônica Digital;Prática;40;"Conceitos introdutórios; códigos e sistemas de numeração; portas lógicas e álgebra booleana; circuitos lógicos combinacionais; técnicas de minimização e síntese de circuitos combinacionais; circuitos sequenciais síncronos e assíncronos; flip-flops e "
58381;102056004;Fundamentos de Segurança Pública;Teórica;80;O processo de constituição da ordem pública como bem coletivo. A evolução dos paradigmas de segurança: segurança nacional segurança pública defesa social e segurança cidadã. Principais modelos de segurança pública: preventivo e repressivo. Marco norm
18323;4346034;Sustentabilidade e Responsabilidade Socioambiental;Teórica;40;Fornecer uma base conceitual e metodológica para a compreensão da importância da incorporação da responsabilidade social empresarial e do desenvolvimento sustentável nas dimensões social, ambiental e econômica como parte do planejamento estratégico e
53882;603004089;Estágio  - Observação e Regência no Ensino Médio;Estudos Autônomos;120;Estudo sobre os modos de pensamento característico da Ciência no ensino fundamental, a partir de experiências concretas. Elaboração e desenvolvimento de planos de ensino e avaliação dos resultados da aprendizagem num contexto ensino-aprendizagem de u
23043;CCO311-80;Leitura e Produção de Textos;Teórica;80;Leitura e produção de textos em Língua Portuguesa: letramento e formação para a cidadania. Conceitos de linguagem, língua, fala e discurso. Características da linguagem: aspectos discursivos e linguísticos. Variação linguística. Fundamentos de textua
27621;103017052;Planejamento Urbano Regional;Prática;80;Planejamento urbano e ambiental da cidade e do território. Estudo aplicado de políticas, planejamento e gestão urbanos. Rede Urbana e tipos de cidades. Metropolização e urbanização. Análise integrada  do meio ambiente regional e metropolitano. Anális
0; o contrato de trabalho; o empregado; o empregador;0; Previdência Social.
0; atendimento básico na oficina; atendimento nas pistas dos aeroportos.;NULL;NULL;NULL
0; normas do SIPAER; acidentes e incidentes aeronáuticos; a manutenção como prevenção de acidentes;0;" o mecânico e a prevenção de acidentes aeronáuticos."""
56276;100045007;Equações Diferenciais;Teórica;80; Transformada de Laplace e transformada de Fourier e aplicações na resolução de equações diferenciais ordinárias de primeira e segunda ordem. Funções Vetoriais: diferenciabilidade, integração. Integrais de linha e teorema de Green. Diferenciais exata
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
50265;304064008;Estágio Supervisionado III;Estágio Supervisionado;500;Indústria: Atividade prática nas diferentes áreas de competência da indústria de medicamentos, cosméticos e alimentos para complementação do aprendizado teórico.Análises Clínicas: Procedimento didático-pedagógico que propicia ao aluno a oportunidade
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
17495;3411269;Psicologia Aplicada à Fisioterapia;Teórica;40;"Estudo da psicologia como ciência. Compreensão das doenças em Fisioterapia: o papel da esperança no tratamento, estigma e preconceito. Aspectos psicológicos da perda. Identidade e perda. A questão da morte. Psicologia e dor.""""48039"
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
22408;CSA987-60;Atenção Farmacêutica;Teórica;60;"Problemas relacionados a medicamentos (PRM); farmacovigilância; Atenção Farmacêutica. Metodologias de segmento/acompanhamento Farmacoterapêutico; método Dader; Atenção Farmacêutica na atenção básica de saúde; discussão de casos clínicos, elaboração d"
23331;CCS623-80;Ética e Serviço Social;Teórica;80;Os fundamentos ontológicos da dimensão ético-moral da vida social. A construção da ética profissional, a deontologia e a diciologia: valores e implicações no exercício profissional. Ética e ética profissional como uma das mediações entre o saber teór
48185;305062004;Resistência dos Materiais;Teórica;80;Comportamento dos materiais de engenharia estrutural. Tração, compressão e cisalhamento. Lei de Hooke. Coeficiente de segurança. Torção em peças de seção circular, retangular e em perfis de paredes esbeltas. Tensões na flexão pura e simples. Estado p
16913;3443127;Biofísica;Prática;40;Utilização das leis físicas e químicas para explicar e melhor compreender os fenômenos, comportamentos e processos biológicos e de alguns métodos diagnósticos. Estudar a importância da água e de sua capacidade de formar soluções no organismo. Dominar
53430;602002054;Direito do Consumidor;Teórica;40;História da Proteção aos Direitos do Consumidor no Brasil. O Código de Defesa do Consumidor e os Princípios da Proteção ao Consumidor. Direitos Básicos do Consumidor. Responsabilidade pelo Fato do Produto e do Serviço. Responsabilidade pelo Vício do 
25923;CEJ186-80;Direito Tributário I;Teórica;80;"O Sistema Constitucional Tributário (conceito de tributo e espécies tributárias princípios e imunidades) e a Parte Geral do Código Tributário Nacional. """"58485"
19007;CCT013-80;Contabilidade Gerencial;Teórica;80;ANÁLISE DAS DEMONSTRAÇÕES CONTÁBEIS: principais usuários. ESTRUTURA DAS DEMONSTRAÇÕES CONTÁBEIS AJUSTADAS PARA ANÁLISE: Balanço Patrimonial, DRE e Notas Explicativas. ANÁLISE VERTICAL/ HORIZONTAL: relevância e evolução das contas. Análise de capacida
27840;104043004;Endocrinologia;Prática;60;"Distúrbios das glândulas endócrinas e do metabolismo, foco em Diabetes Mellitus, obesidade, tireoidopatias, dislipidemias, doenças osteometabólicas, doenças da adrenal, endocrinologia da mulher, neuroendocrinologia e crescimento e desenvolvimento."""
49899;105054051;Instrumentos de Análise Antropológica;Teórica;80;"O campo da antropologia no interior das ciências sociais e humanas  sua especificidade. A cultura: objeto de conhecimento da antropologia. As distintas correntes teóricas da antropologia. O olhar antropológico; a questão do etnocentrismo. A questão d"
0; sistema de indicação remota tipo ;NULL;NULL;NULL;NULL
0; sistema indicador de quantidade de combustível tipo capacitor; ;NULL;NULL;NULL
0; indicador de RPM (tacômetro); ;NULL;NULL;NULL
0; indicadores de temperatura; sistema medidor do fluxo de ;NULL;NULL;NULL
0; instrumentos giroscópicos; indicador elétrico de atitude; ;NULL;NULL
0; sistema de piloto automático; sistema ;NULL;NULL;NULL
0; sistema de alerta auditivo. ;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
46517;306095031;Prática de Inspeção e Manutenção em Motores;Prática;80;"Normas e procedimentos; ajustagem de peças na bancada; tratamento térmico e soldagem; máquinas-ferramentas; arames e cabos metálicos; tubulações; corrosão. Inspeção preliminar do motor; remoção do motor; desmontagem do motor; inspeção do motor; manut"
24586;CEG077-80;Termodinâmica;Teórica;80;Conceitos fundamentais, Propriedades termodinâmicas, Sistema termodinâmico, Estado e mudança de estado, Equilíbrio Termodinâmico e Energia Interna, Entalpia, Calor e trabalho, Calor Específico e Capacidade Térmica, Primeira Lei da Termodinâmica, Segu
21107;CSA146-80;Microbiologia Clínica;Teórica;40;Introdução à Microbiologia Clínica. Coleta, transporte e armazenamento de amostras clínicas. Microscopia e colorações usadas em Microbiologia. Meios de cultura: preparo e controle de qualidade. Isolamento e diagnóstico laboratorial das principais bac
46515;306095029;Inspeções e Procedimentos GMP;Teórica;40;"Inspeção no setor do motor e da nacele; inspeção no setor da hélice; documentação da aeronave; inspeção por partículas magnéticas nas partes do motor; inspeção por líquidos penetrantes; inspeção por radiografia; teste ultra-sônico; teste de Eddy Curr"
56225;1000005664;Contabilidade;Teórica;80;Conceitos contábeis básicos. Registros e sistemas contábeis. Princípios Contábeis Geralmente Aceitos (PCGA), Demonstrativos Contábeis: Balanço Patrimonial (BP). Demonstração do Resultado do Exercício (DRE). Demonstração de Lucros e Prejuízos Acumulad
46497;306095011;Sistemas Pneumáticos, de Pressurização, de Ar Condicionado e de Oxigênio;Teórica;80;"Características dos sistemas pneumáticos de aeronaves; características dos sistemas de pressurização; características dos sistemas de ar condicionado; sistema de ciclo de vapor a Freon; manutenção dos sistemas de pressurização e ar condicionado; c"
49898;105054050;Instrumentos de Análise Sociológica;Teórica;80;"O pensamento em Marx. A constituição da tradição marxista: Lucáks, Gramsci, a Escola de FranKfurt e os marxistas contemporâneos. A crise dos paradigmas da sociologia e as discussões sobre a pós-modernidade""""44362"
0;NULL;NULL;NULL;NULL;NULL
46516;306095030;Sistema Elétrico de Aeronaves;Estudos Autônomos;10;"Fios e cabos condutores; manutenção de cablagens; metalização; cuidados na instalação de equipamentos elétricos; dispositivos de proteção de circuitos; luzes internas; luzes externas; inspeção e manutenção dos sistemas de iluminação; pilhas; baterias"
48664;1030080018;Programação Orientada a Objetos;Prática;40;Paradigmas de Objetos e mensagens. Contribuições da programação orientada a objeto. Características. Classes e instâncias. Encapsulamento de estruturas e comportamento. Hierarquia de classes e herança de propriedades. Extensibilidade e polimorfismo. 
19683;CEC037-80;Desenvolvimento Sócioeconômico;Teórica;80;A questão do desenvolvimento nos autores clássicos de economia  Schumpeter e a Teoria do Desenvolvimento Econômico - Determinantes básicos do desenvolvimento e do subdesenvolvimento - Teorias e modelos de crescimento econômico capitalista nos países 
0;CCS680-80;Serviço Social: História Teoria e Método;Teórica;80;O significado social da profissão na sociedade capitalista. Abordagem da gênese do Serviço Social no cenário mundial: o Serviço Social Europeu, Norte-Americano e Latino-Americano. O surgimento do Serviço Social no Brasil e suas determinações sócio-hi
0;NULL;NULL;NULL;NULL;NULL
48635;103046001;Cálculo Integral;Teórica;80;Integração de função de uma variável. Métodos de Integração. Integrais Impróprias. Aplicações de integrais: comprimento do arco, volume de sólidos, áreas de figuras planas. Séries Numéricas. Séries de potências. Séries de Taylor. Noções de sequências
46488;306095003;Materiais Aeronáuticos;Teórica;40;"Prendedores; parafusos de aviação (bolts); porcas de aeronaves; arruelas de aviação; instalação de parafusos e porcas; torque e torquímetro; outros tipos de parafusos (screws); reparos em roscas internas; reparos com luvas acres; prendedores de abert"
17701;3335156;Trabalho Interdisciplinar de Graduação III;Estudos Autônomos;80;Estudo da interdisciplinaridade dos conteúdos da estrutura curricular das disciplinas do terceiro módulo, buscando a formação integral e o desenvolvimento de um profissional com uma visão crítica de princípios éticos, mercadológicos e humanos ligados
49599;301076006;Planejamento e Elaboração de Projetos;Teórica;80;Introdução ao planejamento. O planejamento institucional e as ações profissionais. Concepção e estrutura do projeto de intervenção. Abordagens teórico-metodológicas do projeto de intervenção. As técnicas e elementos fundamentais para a estruturação d
48003;3010730023;Orientação de Estágio Curricular Superv. Observ. e Intervenção na Gestão;Teórica;40;Estágio de observação e intervenção em espaços de gestão não-escolar. Diagnóstico da realidade educativa desenvolvida com coleta e registro de dados: observações, registros e reflexões acerca da atuação do/a pedagogo/a em instituições educativas não-
49441;CCS038-80;Relações Internacionais;Teórica;80;1. Introdução às Relações Internacionais 2. Principais Correntes Teóricas de Relações Internacionais 3. Economia e Política nas relações internacionais pós-1945 4. Processos de integração internacional e regional 5. Estudos de casos em Relações Inter
49410;104095015;Prescrição e Trabalho Multidisciplinar em Saúde Pública;Teórica;40;"Estudo e contextualização da multisetorialidade, Intersetorialidade, transetorialidade e redes sociais relacionadas à promoção de saúde e as políticas sociais e seus determinantes nos serviço de saúde.""""43283"
49602;301076007;Trabalho Profissional: Elementos Construtivos;Teórica;80;A natureza do trabalho do assistente social. A concepção de instrumentalidade do Serviço Social: aspectos históricos, teóricos e metodológicos. A intervenção do Assistente Social como prática institucional. Razão instrumental e razão substantiva: as 
22714;CCT066-140;Laboratório Contábil;Estudos Autônomos;60;Operações e controle de faturamento e impostos. Procedimentos de registro e controle no Departamento de Pessoal: admissão, folha de pagamento, rescisão e outros. Livros Fiscais e Escrituração fiscal, cálculos dos Impostos e Contribuições. Elaboração 
48005;3010730025;Metodologia do Ensino de Geografia;Teórica;80;História da Geografia como disciplina escolar. A tradição didática e a renovação da Geografia Escolar. Contribuição da interpretação geográfica para o entendimento interdisciplinar da realidade socioespacial. Os conceitos geográficos estruturantes do
62765;400000159;Psicopatologia Geral;Teórica;60;"Propiciar o reconhecimento da diversidade de perspectivas necessárias para compreensão do ser humano e incentivo à interlocução com campos do conhecimento que permitam a apreensão da complexidade e multideterminação do fenômeno psicológico.""""53875"
53875;603004082;Estágio  - Observação e Regência no Ensino Fundamental;Teórica;20;Estudo sobre os modos de pensamento característico da Ciência no ensino fundamental, a partir de experiências concretas. Elaboração e desenvolvimento de planos de ensino e avaliação dos resultados da aprendizagem num contexto ensino-aprendizagem de u
53572;602005040;TCC: Aprovação de Projeto de Monografia;Teórica;40;Aprovação do Trabalho de Conclusão de Curso: projeto monográfico. Produção do projeto de pesquisa contendo: Introdução, justificativa(s), argumento(s), problema de pesquisa, objetivo geral e objetivos específicos, referencial teórico, cronograma de p
21104;CSA145-80;Hematologia Clínica;Prática;40;Fundamentos da hematologia Clínica e Laboratorial. Fisiologia e fisiopatogenia das céluas tronco.Anemias, doenças leucocitárias, hemorrágicas e trobose. Citologia hematológica. Classificaçãomorfológica das leucemias. Princípios da hemoterapia: crit
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
48021;3050610027;Eletrônica Analógica;Prática;40;Introdução aos sistemas eletrônicos. Circuitos lineares. Amplificadores e modelos. O amplificador operacional ideal. Aplicações lineares do amplificador operacional. Não-idealidades do amplificador operacional. O diodo ideal. O diodo de junção. Aplic
48038;3050610044;Ética e Meio Ambiente;Ensino a Distância;40;Aquisição de conhecimentos das relações homem-natureza, ecossistemas, recursos e preservação ambiental, desenvolvimento sustentável e temas que permeiam a dimensão ambiental. Avaliação e controle de impactos ambientais no ar, água e solo. Elaboraçã
27617;103017050;Trabalho Interdisciplinar de Graduação: Infraestrutura Urbana em Áreas Informais;Teórica;40;Atividades que integrem as diferentes disciplinas do módulo de estudo semestral na elaboração, gerenciamento e apresentação de um produto acadêmico que sintetize os saberes fundamentais do período e promova a autonomia, a convivência humana e os conh
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
46498;306095012;Sistemas Elétricos, de Comunicação e Navegação;Teórica;80;"Fios e cabos condutores; ligação à massa; conectores; conduite; instalação de equipamento elétrico; dispositivos de proteção de circuitos; sistema de iluminação de aeronaves; inspeção e manutenção dos sistemas de iluminação. """"63450"
63450;101043005;Histologia Humana;Teórica;60;Estudo dos órgãos e sistemas componentes do corpo humano: correlações microscópicas e ultramicroscópicas entre a organização estrutural e funções exercidas. Estudo dos tecidos conforme sua especialização funcional. Estudo do endotélio como sistema fu
17344;4300064;Cálculo Numérico;Teórica;40;"Sistemas lineares. Interpolação. Ajuste de curvas. Integração numérica. Raízes de Equações.""""53542"
48245;305060008;Fenômenos de Transporte;Teórica;80;Fundamentos de mecânica dos fluidos. Propriedades e estática dos fluidos. Viscosidade. Cinemática dos fluidos. Balanços de massa, energia e quantidade de movimento. Escoamentos em tubos e dutos. Perda de carga. Calor e energia. Transferência de calor
46512;306095026;Projeto Aplicado aos Sistemas de Admissão e Escapamento;Teórica;40;"Sistemas de admissão dos motores convencionais; pesquisa de panes do sistema turboalimentador; sistema de admissão dos motores a reação; seções do fan dos motores turbofan; sistemas de escapamento de motores convencionais; dutos de escapamento do mot"
25925;CEJ187-80;Direito Tributário II;Teórica;80;"Princípios. Estudo do Impostos do Sistema Tributário Vigente - Visão das Principais Taxas e Contribuições Especiais. Notícia sobre  a Contribuição de Melhoria e sobre o Empréstimo Compulsório.""""19934"
49598;301076005;Supervisão Acadêmica de Estágio: Atribuição Profissional;Estudos Autônomos;108;Conhecimento, a partir da relação teoria-prática, das expressões da questão social que constituem o objeto de intervenção profissional. A transversalidade da questão social na fundamentação teórica da atividade social do assistente social. A ação pro
48704;1030000039;Conformação Mecânica;Prática;40;Classificação dos processos de conformação. Metalurgia e mecânica da conformação. Descrição de processos de conformação: forjamento, laminação, extrusão, trefilação. Fabricação de tubos. Processo de corte, dobra e embutimento de chapas. Injeção. Sopr
48006;3010730026;Metodologia do Ensino de História;Teórica;80;O lugar do conhecimento histórico no ensino de história. Concepções de história na prática pedagógica, de docência e de gestão, e as contribuições do conhecimento histórico para a formação de educandos/as. Estudos dos conceitos básicos do conheciment
24552;CEG056-40;Eletrotécnica;Teórica;40;"Conceituar energia, tensão, corrente. Equipamentos de medição. Dispositivos e materiais elétricos. Introdução à geração, transmissão e distribuição de energia elétrica""""18640"
48245;305060008;Fenômenos de Transporte;Teórica;80;Fundamentos de mecânica dos fluidos. Propriedades e estática dos fluidos. Viscosidade. Cinemática dos fluidos. Balanços de massa, energia e quantidade de movimento. Escoamentos em tubos e dutos. Perda de carga. Calor e energia. Transferência de calor
57991;1020208;Auditoria;Teórica;120;Conceito, origem, e evolução da auditoria, normas brasileiras de auditoria, objetivos, planejamento, papeis de trabalho, procedimentos, amostragem, metodologias e relatórios de auditoria. Conceitos e fundamentos da Auditoria Fiscal e da Pessoa do Aud
46363;400013027;Direito Administrativo II;Teórica;80;Bens públicos. Intervenção na propriedade privada. Controle da Administração Pública. Processo Administrativo. Licitação. Contratos administrativos. Serviços públicos: concessão, permissão e autorização. Parcerias público-privadas. Controle da Admini
21567;CAD333-80;Estratégia Empresarial;Teórica;80;Administração estratégica e planejamento estratégico. O processo estratégico. Tipos de estratégias: Estratégias corporativas e de unidade de negócios. Estratégias adaptativas, competitivas e colaborativas. Sobrevivência, manutenção, crescimento e des
53564;602005032;Filosofia da Diferença e Educação;Teórica;40;A Filosofia da Educação como produção, como criação de pensamento, como invenção de conceitos: como são criados os conceitos filosóficos empregados na educação? O pensamento como uma dimensão histórica não-linear privilegiando a constituição de espaç
54777;400077023;Gerência de Projetos;Ensino a Distância;60;"Conceitos básicos de gerenciamento de projetos. O PMBOK. Os grupos de processos. As áreas de conhecimento: escopo, tempo, custo, qualidade, RH, aquisição, comunicação, riscos e integração. Fases de planejamento. Auditoria e segurança de informações."""
18636;4207283;Direito Municipal;Teórica;40;A origem do Município. Teoria Geral da Ação Municipal. O Município Brasileiro na Organização Nacional. Criação do Município. Organização do Município. Poder Legislativo. Poder Executivo. Competência do Município. Meios de Ação Municipal. Política Urb
53561;602005029;Metodologia do Ensino de Geografia;Teórica;80;História da Geografia como disciplina escolar. A tradição didática e a renovação da Geografia Escolar. Contribuição da interpretação geográfica para o entendimento interdisciplinar da realidade socioespacial. Os conceitos geográficos estruturantes do
46520;306095034;Sistemas de Comunicação e Navegação;Teórica;80;"Princípios da comunicação; características das ondas eletromagnéticas; principais sistemas de radiocomunicação; propagação das ondas eletromagnéticas; sistemas de intercomunicação; sistema de alarme; sistema gravador de voz; sistemas VHF e HF; transm"
18632;4207279;Direito Ambiental;Teórica;40;"A crise ambiental. Direito Ambiental: fontes, e conceitos fundamentais. O Direito e os recursos ambientais. Direito Ambiental brasileiro. Direito ambiental comparado. Princípios de Direito Ambiental. """"59503"
17811;3409546;Lutas;Prática;40;"Estudo da história, caracterização e filosofia das modalidades esportivas de combate (as lutas), assim como dos seus aspectos fisiológicos, biológicos, bioquímicos e dos métodos de treinamento. """"17811"
49410;104095015;Prescrição e Trabalho Multidisciplinar em Saúde Pública;Prática;40;"Estudo teórico-prático do trabalho Inter-multidisciplinar em Saúde Pública, considerando o modelo de saúde  e as redes de cuidado vigentes no Brasil; O Sistema Único de Saúde (SUS) com enfoque na Atenção Primária à Saúde, Núcleos de Apoio à Saúde da "
48027;3050610033;Eletrônica de Potência;Prática;40;Circuitos com TRIAC: controle por ciclos inteiros para acionamento de carga resistiva em controle de temperatura Caracterização de dispositivos semicondutores rápidos de potência: diodos, transistor bipolar, MOSFET, IGBT. Circuitos com transistor MOS
62678;100043006;Humanística I;Teórica;60;Estudo dos aspectos teóricos e vivenciais que permeiam o relacionamento interpessoal e suas implicações no desenvolvimento psicológico da formação médica. O ser médico diante do inato e do adquirido. Desmistificação do nascer como medico e enaltecer 
46372;400013036;Direito do Trabalho I;Teórica;80;Os direitos sociais na CF 1988. Fontes do Direito do Trabalho. Direito Individual do Trabalho. Contrato de Trabalho. Jornada, repouso semanal remunerado e férias. Remuneração e salário. Poder disciplinar do empregador. Rescisão do contrato de trabalh
48352;305073002;TCC - Orientação I;Estudos Autônomos;80;Realização da pesquisa de campo.  Conclusão da fundamentação teórica.  Tratamento e análise dos dados. Articulação teoria / pesquisa de campo. Redação final da monografia. Apresentação pública do trabalho de Conclusão de Curso para banca examinadora:
18634;4207281;Direito Empresarial IV;Teórica;80;Evolução histórica do direito concursal. Conceito de recuperação extrajudicial e judicial. Visão do direito concursal sob os aspectos processual, material e econômico. Requisitos para o requerimento da recuperação extrajudicial e judicial. Procedimen
15782;4207171;Prática Real I;Estágio Supervisionado;100;Consiste em atividades reais visando proporcionar ao discente o contato direto com a prática forense, com atendimento à população, elaboração de petições cíveis e acompanhamento de processos judiciais realizado no Escritório Modelo do Curso de Direit
18556;4207264;Direito Processual Civil V - Procedimentos Especiais de Jurisdição Voluntária e Leis Especiais;Teórica;40;"Dos procedimentos especiais de jurisdição voluntária. Ações coletivas. Ação civil pública. Ação popular. Juizados especiais federal e estadual. Procedimentos especiais de leis extravagantes.""""18558"
18560;4207268;Prática Real II;Estudos Autônomos;20;Atividades reais que proporcionam ao discente o contato direto com a prática jurídica, seja em atividades próprias da advocacia, com atendimento à população, elaboração de petições e acompanhamento de processos judiciais, seja em atividades relaciona
18624;4207271;Direito Internacional Público;Teórica;80;Fundamento e desenvolvimento histórico do Direito internacional Público. Fontes do Direito Internacional Público. Do sujeito ao Direito Internacional Público. Os direitos internacionais do Homem. Igualdade. Meio ambiente. Solução de litígios internac
63451;101043006;Humanística II;Teórica;80;Estudo de textos que focam a saúde e a doença nas mais diversas visões de autores importantes ao longo da historia. Obras que caracterizam situações de comprometimento da sanidade mental, que exibem quadros do sofrimento humano gerados por situações 
56541;100043003;Gastroenterologia;Prática;60;Doenças do estomago e do intestino. Hepatologia. As hepatites virais. Lesões esofágicas neoplásicas e não neoplásicas. Exame clinico em gastrenterologia. Exames complementares de analises clinicas e de imagem na especialidade. Terapêutica específica.
63449;101043004;Anatomia Humana II;Teórica;60;Estudo da organização e estrutura macroscópica do corpo humano. Estudo anatômico da cabeça, pescoço, tórax, abdome, pelve e períneo. Estudo das relações anatômicas entre as estruturas dos sistemas genitais feminino e masculino. A pelve óssea e o cana
46519;306095033;Instrumentos AVI;Teórica;120;"Classificação dos instrumentos; características de construção dos instrumentos; remoção e instalação dos instrumentos; sistema anemométrico; velocímetro; altímetro; indicador de razão de subida; instrumentos giroscópicos; acelerômetro; maquímetro; bú"
53873;603004080;Microbiologia Ambiental e Industrial;Estudos Autônomos;20;Microrganismos e o meio ambiente. Utilização dos microrganismos no controle da poluição. Indicadores Microbianos e Biorremediação. Microrganismos e processos industriais. Características e aplicações dos microrganismos de importância na indústria de 
53557;602005025;Didática e Prática de Ensino;Teórica;80;"Planejamento, Projetos de ensino e a prática docente: propostas, implicações, objetivos, realidade. Como desenvolver e aplicar o planejamento e os projetos de ensino com vistas a um processo ensino aprendizagem significativo e qualitativo.""""59456"
0;NULL;NULL;NULL;NULL;NULL
18515;4207246;Direito Empresarial III;Teórica;80;Teoria Geral dos Títulos de Crédito. Princípios. Natureza Jurídica dos Títulos de Crédito. Classificação dos Títulos de Crédito. Integração das Leis Uniformes de Genebra no Direito Brasileiro. Criação do Título de Crédito. Cheque. Endosso. Aval. Acei
15776;4207165;Direito Civil VI - Direito de Família;Teórica;80;Relações de parentesco. Filiação. Adoção. Tutela e Curatela. Reconhecimento e impugnação da paternidade e maternidade. Requisitos necessários à celebração do casamento. Provas, invalidação e eficácia do casamento. Direitos e deveres dos cônjuges. Reg
66723;100026030;Estágio Supervisionado;Estágio Supervisionado;160;Orientações básicas sobre a disciplina. Estudo da realidade político social e educativa de uma participação em uma empresa, empreendimento ou atividade de engenharia. Levantamento de situações problemas e situações que foram trabalhadas. Envolvimento
123829;1512000196;Questões Contemporâneas em Comunicação;Teórica;40;Sociedades contemporâneas e cultura. Questões de cidadania, dependência cultural, responsabilidade ambiental e social, sustentabilidade, Interações entre aspectos culturais globais e locais. Discussões de aspectos relativos a gênero, protagonismo juv
62679;100043007;Informática Médica;Teórica;40;Conhecimento fundamental da relação entre informática e medicina. Sites de busca, instrumentos da pesquisa em saúde, computação como instrumento de ensino e estudo. Conhecer prontuários eletrônicos e aprender a elaboração de bancos de dados. Introduç
76036;AUPA402-160;Projeto de Arquitetura III;Prática;160;Aprofundamento do estudo da cidade e do ambiente contemporâneo. A solução arquitetônica referenciada pelas pré-existências: os diversos aspectos que relacionam os objetos arquitetônicos entre si e com o contexto urbano - físico, ambiental, histórico
76681;AUPU402-160;Projeto de Urbanismo e Paisagismo III;Prática;160;"Definição de diretrizes e procedimentos para configuração da paisagem e do espaçourbano. Desenvolvimento de exercício de projeto articulando os percursos, as áreasurbanizadas e as áreas livres da cidade.""""85566"
50301;100044002;Mecânica dos Solos;Prática;40;Tensões totais, neutras e efetivas. Reconhecimento e investigação do sub-solo, sondagens Movimento dágua através dos solos, permeabilidade e areia movediça, filtros, capilaridade. Compactação de solos, controle e equipamentos. Propagação e distribuiç
23437;CCT070-80;Contabilidade Empresarial;Teórica;80;"Normatização das demonstrações contábeis, critérios de elaboração, apresentação e divulgação das demonstrações contábeis; Avaliação de Investimentos; Cisão, Fusão e Incorporação normas e critérios de elaboração e contabilização; Ajuste a valor presen"
